Referencia;Sheet;1Q11;2Q11;3Q11;4Q11;2011;1Q12;2Q12;3Q12;4Q12;2012;1Q13;2Q13;3Q13;4Q13;2013;1Q14;2Q14;3Q14;4Q14;2014;1Q15;2Q15;3Q15;4Q15;2015;1Q16;2Q16;3Q16;4Q16;2016;1Q17;2Q17;3Q17;4Q17;2017;1Q18;2Q18;3Q18;4Q18;2018;1Q19;2Q19;3Q19;4Q19;2019;1Q20;2Q20;3Q20;4Q20;2020;1Q21;2Q21;3Q21;4Q21;2021;1Q22;2Q22;3Q22;4Q22;2022;1Q23;2Q23;3Q23
Por Produto - Fundos;InputSite_BusinessAreas ;1367,38;4160,73;3876,00;4282,00;4282,00;3978,25;3762,02;3228,99;3177,50;3177,50;3080,73;2818,43;2655,99;2516,28;2516,28;2364,84;2296,88;2285,29;2341,00;2341,00;1250,28;1149,55;1274,17;418,96;418,96;417,43;177,82;179,04;312,03;312,03;302,05;410,07;328,10;366,09;366,09;399,16;518,55;707,04;1194,44;1194,44;1337,33;1396,46;1563,62;1809,73;1809,73;1533,00;1666,62;2231,88;2356,20;2356,20;3468,97;3855,52;7313,16;7864,41;7864,41;8984,62;8534,59;10034,12;9453,08;9453,08;10022,24;22376,61;24309,91
Por Produto - Fianças;InputSite_BusinessAreas ;2245,47;3010,99;3728,00;4726,00;4726,00;4663,02;7756,51;7898,11;9839,75;9839,75;10062,98;7836,20;7856,15;10670,42;10670,42;8859,35;9844,75;11039,57;14048,59;14048,59;13608,42;12978,39;13907,46;12856,15;12856,15;11030,78;9450,42;9335,46;8788,73;8788,73;9241,30;10110,27;9929,37;9559,50;9559,50;10061,45;11709,49;11625,77;13724,03;13724,03;13600,80;14699,53;15793,48;16679,79;16679,79;17858,44;18561,66;22348,85;24223,77;24223,77;26310,63;27906,50;28477,78;29492,17;29492,17;30325,63;31800,64;35426,86;42130,64;42130,64;42523,72;46161,88;43861,89
Por Produto - Instrumentos financeiros;InputSite_BusinessAreas ;1816,38;3282,17;5445,00;6756,00;6756,00;7587,55;7683,13;10738,95;12190,02;12190,02;11735,36;11756,28;11704,67;10148,10;10148,10;13336,60;13670,24;14063,76;15669,75;15669,75;13508,75;13634,34;12357,20;6524,05;6524,05;6289,03;5587,67;4572,80;4109,84;4109,84;4676,62;4585,66;3683,60;3164,13;3164,13;2511,45;2590,26;2901,58;2897,46;2897,46;2840,00;3192,03;4623,69;4639,26;4639,26;5874,25;7125,07;8174,91;7374,58;7374,58;7262,40;6467,36;9894,52;13269,39;13269,39;10778,68;12753,39;15672,78;17952,48;17952,48;19351,45;24241,56;25869,31
Por Produto - Total;InputSite_BusinessAreas ;10373,84;16158,13;18524,00;21065,00;21065,00;21472,71;24753,74;28714,35;33769,88;33769,88;36969,11;35589,31;35785,35;39643,49;39643,49;39438,84;40860,06;44884,95;52193,16;52193,16;47983,80;48278,15;50945,86;35253,21;35253,21;31581,07;26458,04;24923,96;24326,86;24326,86;26491,06;28179,21;28146,75;28616,85;28616,85;29378,93;32817,76;32847,29;38026,26;38026,26;40181,04;43585,96;49399,19;54593,62;54593,62;56518,80;66197,47;78846,71;85070,55;85070,55;93142,82;97674,03;110189,50;120502,15;120502,15;124539,99;132663,92;144770,10;159607,90;159607,90;161450,20;172318,67;178713,06
Por Área - Corporate & SME Lending;InputSite_BusinessAreas ;8207,45;14352,35;16127,56;19203,92;19203,92;18807,38;23113,02;26115,88;30694,45;30694,45;33077,21;31529,61;31727,45;36210,89;36210,89;35252,95;36526,75;39735,28;45888,92;45888,92;42951,39;41680,99;42771,73;29225,33;29225,33;25812,48;21711,35;20448,82;19349,71;19349,71;20061,42;21317,44;21596,66;21828,05;21828,05;22536,94;26069,33;26102,58;29702,94;29702,94;30809,29;34240,88;39272,35;43793,98;43793,98;47725,17;57208,61;68290,26;73700,55;73700,55;80448,91;86396,03;97578,32;106589,30;106589,30;111451,87;117662,16;129752,70;144264,76;144264,76;143380,01;153819,42;160581,70
Por Área - Corporate Lending;InputSite_BusinessAreas ;8207,45;14352,35;16127,56;19203,92;19203,92;18807,38;23113,02;26115,88;30694,45;30694,45;33077,21;31529,61;31727,45;36210,89;36210,89;35252,95;36526,75;39735,28;45888,92;45888,92;42951,39;41680,99;42771,73;29225,33;29225,33;25812,48;21711,35;20448,82;19349,71;19349,71;20061,42;21317,44;21596,66;21828,05;21828,05;22536,94;26069,33;26102,58;29702,94;29702,94;30809,29;33872,85;38089,38;41581,95;41581,95;44430,08;53360,54;62490,08;64211,82;64211,82;70037,16;72336,01;83299,12;89460,04;89460,04;92546,83;98145,04;108640,95;121555,01;121555,01;128774,52;138891,88;142921,78
Por Área - SME Lending;InputSite_BusinessAreas ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;368,03;1182,97;2212,03;2212,03;3295,09;3848,07;5800,18;9488,73;9488,73;10411,75;14060,01;14279,20;17129,26;17129,26;18905,04;19517,12;21111,75;22709,74;22709,74;14605,49;14927,54;17659,92
Por Área - Wealth Management;InputSite_BusinessAreas ;1395,66;1458,24;1477,21;534,39;534,39;536,09;511,40;420,51;493,83;493,83;732,20;749,70;1023,83;879,79;879,79;950,94;988,07;1596,62;1871,66;1871,66;1632,74;1588,16;3691,54;2637,89;2637,89;2128,97;1943,63;1942,94;2132,05;2132,05;1911,21;1946,54;1981,96;2132,80;2132,80;1852,92;2030,00;2147,30;2379,99;2379,99;2665,94;2873,17;2504,35;2907,51;2907,51;2288,20;3045,09;3807,88;4011,57;4011,57;4290,09;4804,61;6414,77;7545,51;7545,51;6507,65;6834,40;7081,73;6851,31;6851,31;6725,66;6302,49;6516,99
Por Área - Liquidity Management;InputSite_BusinessAreas ;770,73;323,79;884,55;1226,26;1226,26;2028,90;1016,21;1642,66;1855,30;1855,30;2397,83;2690,16;2410,49;2453,97;2453,97;3152,42;3239,74;2950,47;3680,32;3680,32;2801,44;4122,89;3391,19;2022,45;2022,45;2363,69;2255,11;2135,06;2629,03;2629,03;3904,73;4450,78;4111,58;4582,68;4582,68;4718,09;4190,45;4071,90;3609,47;3609,47;4304,71;4496,35;5173,78;5605,81;5605,81;6294,51;5731,44;6534,93;7301,19;7301,19;8349,93;6423,39;6143,18;6320,54;6320,54;6573,28;7542,50;7120,98;7516,40;7516,40;10278,85;11273,73;10482,57
Por Área - Merchant Banking;InputSite_BusinessAreas ;0,00;23,71;35,11;99,99;99,99;100,35;113,11;534,83;549,96;549,96;564,90;581,55;600,96;87,33;87,33;70,38;93,67;97,68;100,16;100,16;98,36;61,00;64,09;67,11;67,11;69,79;72,67;75,76;53,63;53,63;416,80;378,79;456,54;73,32;73,32;73,97;74,61;75,27;47,54;47,54;55,37;87,08;88,14;141,57;141,57;210,92;212,34;213,65;57,24;57,24;53,89;50,00;53,24;46,80;46,80;7,18;41,60;40,02;40,65;40,65;41,12;37,13;36,08
Por Área - Celfin;InputSite_BusinessAreas ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;176,33;176,33;196,96;38,30;22,63;11,51;11,51;12,15;11,83;21,56;18,75;18,75;16,49;22,91;126,74;66,81;66,81;71,88;100,88;0,86;145,55;145,55;187,11;85,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Por Área - Commodities;InputSite_BusinessAreas ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;483,34;520,08;520,08;481,63;799,89;899,44;867,61;867,61;752,87;363,79;310,11;7,17;7,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Por Área - Outros;InputSite_BusinessAreas ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;113,28;113,28;1,81;2,02;1,49;365,51;365,51;381,39;10,13;10,35;9,90;9,90;9,79;0,00;0,00;0,00;0,00;197,38;453,37;450,23;2286,31;2286,31;2345,73;1888,48;2360,57;2144,75;2144,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;583,26;774,66;934,78;934,78;1024,56;885,91;1095,73
Por Área - Wealth Management e Outros;InputSite_BusinessAreas ;2166,39;1805,74;2396,87;1860,65;1860,65;2665,34;1640,72;2598,00;3075,42;3075,42;3891,90;4059,71;4057,90;3432,60;3432,60;4185,88;4333,31;5149,67;6304,25;6304,25;5032,46;6596,88;8174,50;6027,39;6027,39;5768,59;4746,20;4475,08;4977,34;4977,34;6429,64;6861,77;6550,09;6788,80;6788,80;6842,36;6748,43;6744,71;8323,31;8323,31;9371,75;9345,08;10126,84;10799,64;10799,64;8793,63;8988,86;10556,45;11370,00;11370,00;12693,91;11278,00;12611,18;13912,85;13912,85;13088,12;15001,76;15017,40;15343,14;15343,14;18070,19;18499,26;18131,37
Por Área - Total;InputSite_BusinessAreas ;10373,84;16158,08;18524,44;21064,57;21064,57;21472,71;24753,74;28713,88;33769,87;33769,87;36969,11;35589,31;35785,35;39643,49;39643,49;39438,84;40860,06;44884,95;52193,16;52193,16;47983,85;48277,87;50946,23;35252,72;35252,72;31581,07;26457,55;24923,90;24327,05;24327,05;26491,06;28179,21;28146,75;28616,85;28616,85;29379,30;32817,76;32847,29;38026,26;38026,26;40181,04;43585,96;49399,19;54593,62;54593,62;56518,80;66197,47;78846,71;85070,55;85070,55;93142,82;97674,03;110189,50;120502,15;120502,15;124539,99;132663,92;144770,10;159607,90;159607,90;161450,20;172318,67;178713,06
Por classificação de risco - AA;InputSite_BusinessAreas ;-;-;-;-;-;8873,00;12103,00;10901,10;11671,85;11671,85;13404,17;12564,88;13156,79;16168,41;16168,41;15387,61;15768,70;18694,28;22426,59;22426,59;22588,21;22168,70;20253,22;11274,22;11274,22;9946,37;8910,03;8191,21;8508,19;8508,19;12111,48;13483,03;13812,58;14693,95;14693,95;14342,07;16460,46;16105,05;20293,51;20293,51;22629,71;23590,45;25227,68;28930,01;28930,01;26548,48;32523,75;38626,82;43095,69;43095,69;43571,65;48305,38;57589,42;61353,37;61353,37;69269,49;64629,75;72760,95;78853,34;78853,34;77772,64;81651,59;84728,51
Por classificação de risco - A;InputSite_BusinessAreas ;-;-;-;-;-;9869,00;9695,16;14614,00;14887,98;14887,98;17077,84;13042,95;15546,07;14946,32;14946,32;13948,69;15322,82;15145,15;17340,56;17340,56;13438,28;13589,00;16676,41;10119,71;10119,71;8941,94;7177,12;7004,25;7345,54;7345,54;4994,45;4893,16;5085,68;4994,57;4994,57;5787,05;6309,38;7112,37;7887,91;7887,91;8289,13;10362,99;10348,43;11118,85;11118,85;12610,51;14013,93;18592,43;20737,18;20737,18;26248,72;24191,98;28965,55;31628,18;31628,18;30616,59;39928,39;43789,43;46524,13;46524,13;52714,23;57795,65;58364,49
Por classificação de risco - B;InputSite_BusinessAreas ;-;-;-;-;-;1934,00;1633,95;1567,92;5505,10;5505,10;4413,69;7131,89;3497,52;5027,61;5027,61;6052,24;5620,59;7122,50;7684,50;7684,50;7466,34;7020,88;8546,21;5535,50;5535,50;4876,71;3729,36;2897,94;2076,22;2076,22;2622,74;2761,83;2614,09;2620,66;2620,66;2856,20;3475,14;3836,19;4300,21;4300,21;4747,62;4741,77;8578,17;6516,17;6516,17;10612,45;12549,27;14521,66;14244,33;14244,33;17139,50;18856,67;17645,72;21102,72;21102,72;18381,33;21831,00;21877,12;24425,09;24425,09;22645,34;24894,96;26691,33
Por classificação de risco - C;InputSite_BusinessAreas ;-;-;-;-;-;584,00;1120,75;874,66;769,69;769,69;1101,15;1760,92;2256,60;2671,00;2671,00;3319,88;2584,67;1711,09;1945,42;1945,42;2110,93;2688,87;2756,26;4214,59;4214,59;2849,12;2578,97;2645,16;2290,62;2290,62;2197,33;2193,33;1806,52;1589,20;1589,20;1479,29;2602,65;1803,51;1738,21;1738,21;936,13;1281,70;1335,30;4272,66;4272,66;2774,33;3025,22;2508,73;2554,22;2554,22;2628,44;3007,57;2870,35;3206,14;3206,14;3067,33;2545,00;2718,92;2464,24;2464,24;2338,37;2581,69;3642,57
Por classificação de risco - D;InputSite_BusinessAreas ;-;-;-;-;-;49,00;19,49;91,87;182,63;182,63;146,86;86,58;306,21;486,41;486,41;294,12;1131,35;1747,09;981,14;981,14;501,96;882,60;1372,53;2055,81;2055,81;2982,07;2712,98;3098,29;2993,39;2993,39;3073,17;3311,12;3114,80;3126,00;3126,00;3122,58;2309,96;2682,92;2530,14;2530,14;1763,20;1384,29;1620,74;1683,53;1683,53;1982,16;1749,60;2300,24;2105,27;2105,27;1952,84;1813,28;1658,07;1671,80;1671,80;1561,46;1805,39;1534,37;1907,31;1907,31;1484,64;1688,32;1715,33
Por classificação de risco - E;InputSite_BusinessAreas ;-;-;-;-;-;65,00;70,77;536,29;606,25;606,25;649,32;813,87;859,54;160,40;160,40;245,44;302,00;360,44;1504,82;1504,82;1352,14;1540,57;383,18;1038,26;1038,26;894,99;903,24;867,96;690,75;690,75;318,89;305,33;514,92;390,44;390,44;580,48;492,87;381,63;379,37;379,37;940,91;1387,68;773,85;457,42;457,42;495,93;674,15;686,31;701,10;701,10;788,53;477,42;469,36;367,69;367,69;358,95;390,86;353,11;3842,20;3842,20;2874,20;467,79;302,25
Por classificação de risco - F;InputSite_BusinessAreas ;-;-;-;-;-;25,00;21,70;0,00;11,65;11,65;66,79;89,86;18,11;42,13;42,13;39,67;38,08;1,05;102,63;102,63;205,65;130,97;536,70;160,99;160,99;91,63;216,90;3,50;208,08;208,08;523,78;580,47;593,76;858,76;858,76;811,35;548,09;405,67;358,31;358,31;448,78;334,09;980,99;1009,34;1009,34;971,87;236,07;266,70;243,06;243,06;257,96;411,83;539,78;697,60;697,60;709,38;1006,62;934,63;701,93;701,93;616,63;2346,87;2297,68
Por classificação de risco - G;InputSite_BusinessAreas ;-;-;-;-;-;36,00;35,36;34,23;28,60;28,60;25,15;47,59;117,46;93,53;93,53;122,39;43,16;38,23;38,81;38,81;38,12;137,29;258,20;0,00;0,00;0,43;40,76;56,04;47,70;47,70;28,09;0,00;3,18;190,61;190,61;226,84;420,27;336,57;379,67;379,67;228,52;299,64;338,66;338,80;338,80;271,77;1069,51;990,87;988,23;988,23;256,52;357,35;234,69;165,82;165,82;152,44;163,54;264,20;579,62;579,62;562,36;472,33;566,00
Por classificação de risco - H;InputSite_BusinessAreas ;-;-;-;-;-;38,00;53,64;93,60;106,12;106,12;84,13;50,76;26,93;47,68;47,68;28,80;48,70;65,13;168,70;168,70;282,18;119,27;163,15;854,13;854,13;997,81;188,68;159,61;166,38;166,38;621,13;650,95;601,22;152,67;152,67;173,06;198,94;183,38;158,93;158,93;197,05;203,35;195,37;266,84;266,84;251,29;355,99;352,95;401,49;401,49;298,67;252,54;216,56;308,82;308,82;423,03;363,36;537,37;310,05;310,05;441,78;419,48;404,90
Por classificação de risco - Total;InputSite_BusinessAreas ;-;-;-;-;-;21473,00;24753,82;28713,67;33769,88;33769,88;36969,11;35589,30;35785,23;39643,49;39643,49;39438,84;40860,06;44884,95;52193,16;52193,16;47983,80;48278,15;50945,86;35253,21;35253,21;31581,07;26458,04;24923,96;24326,86;24326,86;26491,06;28179,21;28146,75;28616,85;28616,85;29378,93;32817,76;32847,29;38026,26;38026,26;40181,04;43585,96;49399,19;54593,62;54593,62;56518,80;66197,47;78846,71;85070,55;85070,55;93142,82;97674,03;110189,50;120502,15;120502,15;124539,99;132663,92;144770,10;159607,90;159607,90;161450,20;172318,67;178713,06
Portfolio BSI por Produto - Due from customers;InputSite_BusinessAreas ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27811,13;24567,92;24567,92;21959,63;17999,87;16137,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Portfolio BSI por Produto - Mortgage;InputSite_BusinessAreas ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17312,68;16500,45;16500,45;15224,19;12110,39;12487,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Portfolio BSI por Produto - Fiança;InputSite_BusinessAreas ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1281,10;1172,14;1172,14;1043,76;1745,18;1266,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Portfolio BSI por Produto - Total;InputSite_BusinessAreas ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;46404,90;42240,50;42240,50;38227,58;31855,44;29890,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Portfolio BSI por Produto - Provisão;InputSite_BusinessAreas ;0,00;0,00;0,00;-83,24;-83,24;-95,30;-111,97;-140,79;-191,45;-191,45;-272,40;-291,70;-301,35;-303,00;-303,00;-360,37;-400,62;-500,42;-1143,49;-1143,49;-1345,09;-1223,33;-1838,85;-2305,08;-2305,08;-2255,24;-1310,10;-780,68;-835,07;-835,07;-1306,35;-1312,80;-1503,44;-1288,90;-1288,90;-1404,00;-1454,55;-1236,44;-1326,20;-1326,20;-1255,92;-1469,83;-1502,82;-1767,31;-1767,31;-1755,59;-1862,49;-1940,26;-2068,66;-2068,66;-1652,92;-1685,86;-1599,67;-1713,32;-1713,32;-1866,78;-1979,64;-2188,82;-3276,89;-3276,89;-3349,74;-3121,14;-3108,40
Sales & Trading - Receitas;InputSite_BusinessAreas ;202,29;143,54;439,58;214,50;999,91;561,73;334,18;406,83;213,83;1516,57;670,37;461,71;257,93;339,65;1729,66;909,55;682,27;793,70;580,89;2966,41;1152,11;331,86;1431,83;1890,16;4805,97;1789,96;1143,82;-366,75;249,47;2816,51;585,84;154,02;958,19;690,93;2388,98;550,62;267,25;224,46;497,05;1539,38;435,57;886,44;801,20;677,81;2801,02;454,98;1017,54;893,04;751,60;3117,16;810,88;1254,99;1305,27;916,67;4287,82;1481,00;1309,54;1383,97;1133,71;5308,22;1485,32;1887,18;1455,60
Asset Management - Receitas;InputSite_BusinessAreas ;77,84;82,82;129,63;152,93;443,23;170,78;178,36;204,60;636,50;1190,25;253,50;215,79;222,62;480,33;1172,24;350,35;268,26;315,10;444,63;1378,34;270,46;269,47;326,68;385,57;1252,19;182,22;129,82;114,37;113,16;539,57;107,14;107,28;102,68;169,20;486,30;124,82;148,85;164,58;278,78;717,02;167,43;227,09;189,48;284,14;868,15;214,01;195,21;254,46;349,69;1013,38;264,67;269,87;290,75;360,36;1185,65;313,06;404,38;407,43;429,21;1554,08;442,56;430,72;467,43
AUM & AUA (R$ bilhões) - Renda fixa e ações;InputSite_BusinessAreas ;61,62;61,64;67,86;71,52;71,52;79,44;81,45;87,31;96,09;96,09;97,40;99,69;96,49;86,73;86,73;84,73;85,50;84,32;86,58;86,58;89,24;90,88;96,09;63,94;63,94;50,20;48,64;49,27;50,13;50,13;54,90;55,65;57,09;61,38;61,38;68,46;67,52;72,82;77,48;77,48;76,35;80,54;84,29;85,48;85,48;80,00;92,53;101,67;116,05;116,05;144,69;153,09;158,34;154,72;154,72;162,09;156,10;171,91;187,78;187,78;182,77;199,14;207,61
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;26,74;30,01;32,25;34,19;34,19;37,06;36,00;36,59;41,05;41,05;42,12;44,97;44,69;44,47;44,47;45,87;46,26;48,42;51,91;51,91;55,28;55,96;60,90;57,69;57,69;43,41;32,70;32,87;32,56;32,56;33,00;38,90;46,72;50,17;50,17;59,03;62,37;68,63;88,65;88,65;94,67;104,03;118,65;134,68;134,68;128,86;151,73;165,07;195,25;195,25;236,63;281,87;309,56;322,64;322,64;349,16;362,92;404,75;426,51;426,51;443,74;483,68;509,02
AUM & AUA (R$ bilhões) - Merchant banking e imobiliários;InputSite_BusinessAreas ;4,27;4,79;6,48;7,32;7,32;6,84;6,67;17,30;20,60;20,60;23,19;27,24;32,49;36,98;36,98;35,92;37,21;38,36;40,04;40,04;43,77;45,14;46,93;46,25;46,25;38,63;33,70;30,17;29,48;29,48;28,67;29,57;29,14;28,89;28,89;31,63;35,28;37,57;36,35;36,35;37,84;36,67;45,20;47,05;47,05;53,25;53,89;56,49;59,84;59,84;61,34;59,40;65,98;67,43;67,43;67,48;78,43;81,64;86,18;86,18;83,88;79,20;84,29
AUM & AUA (R$ bilhões) - Hedge funds globais;InputSite_BusinessAreas ;4,21;4,23;6,60;7,12;7,12;6,96;8,35;9,41;12,95;12,95;12,78;14,19;15,14;21,30;21,30;21,97;21,69;23,51;22,85;22,85;27,10;22,88;26,61;24,63;24,63;3,40;3,36;3,56;3,57;3,57;3,58;3,79;3,84;4,48;4,48;4,56;5,19;5,18;5,04;5,04;5,21;5,18;5,75;5,76;5,76;6,67;5,82;6,03;5,95;5,95;7,22;7,05;8,04;7,89;7,89;6,98;7,63;7,19;6,82;6,82;6,45;5,80;6,60
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;96,85;100,67;113,20;120,14;120,14;130,31;132,47;150,60;170,69;170,69;175,49;186,09;188,83;189,48;189,48;188,49;190,65;194,60;201,38;201,38;215,39;214,85;230,54;192,51;192,51;135,63;118,40;115,86;115,75;115,75;120,15;127,91;136,78;144,92;144,92;163,67;170,36;184,21;207,52;207,52;214,07;226,42;253,88;272,97;272,97;268,77;303,96;329,26;377,09;377,09;449,88;501,41;541,92;552,67;552,67;585,71;605,08;665,49;707,29;707,29;716,84;767,82;807,53
AUM & AUA (R$ bilhões) - Indivíduos de alto patrimônio;InputSite_BusinessAreas ;16,20;17,52;21,08;21,75;21,75;22,44;22,63;24,33;27,53;27,53;29,73;29,65;30,05;32,66;32,66;33,17;35,71;37,22;40,89;40,89;46,31;48,28;49,75;42,98;42,98;33,40;32,61;33,85;35,18;35,18;38,20;38,73;38,89;41,40;41,40;48,40;50,54;52,66;55,34;55,34;61,80;63,70;73,82;80,05;80,05;70,67;112,64;114,42;138,58;138,58;179,53;197,61;200,51;192,59;192,59;197,31;188,53;201,20;216,34;216,34;215,84;221,61;225,89
AUM & AUA (R$ bilhões) - Institucionais;InputSite_BusinessAreas ;17,33;19,22;19,52;20,53;20,53;21,98;21,72;21,44;22,60;22,60;23,09;23,93;24,55;26,02;26,02;25,44;26,17;26,06;23,90;23,90;26,86;27,24;29,61;23,12;23,12;14,30;14,04;9,45;10,49;10,49;10,32;9,41;9,20;9,40;9,40;10,43;10,80;11,02;11,35;11,35;11,25;11,60;11,44;12,25;12,25;12,75;32,19;37,89;31,66;31,66;32,07;32,21;35,92;35,04;35,04;41,88;47,44;54,56;60,27;60,27;66,74;70,03;78,03
AUM & AUA (R$ bilhões) - Intermediários financeiros (distribuição para terceiros);InputSite_BusinessAreas ;11,01;11,64;12,62;13,50;13,50;14,79;15,98;18,17;18,72;18,72;18,83;19,31;16,76;14,96;14,96;12,42;11,64;11,35;12,91;12,91;10,29;9,54;9,16;5,20;5,20;3,91;3,62;3,29;4,63;4,63;5,00;4,28;4,36;5,28;5,28;7,65;8,75;9,38;10,18;10,18;9,62;13,49;14,68;12,26;12,26;15,29;13,80;15,00;15,33;15,33;15,80;15,78;18,38;21,88;21,88;25,05;25,93;24,96;25,73;25,73;25,08;36,34;39,26
AUM & AUA (R$ bilhões) - Empresas;InputSite_BusinessAreas ;25,08;25,98;27,51;27,70;27,70;32,95;28,57;30,35;30,33;30,33;26,56;28,38;24,17;22,39;22,39;22,68;23,91;21,63;23,06;23,06;21,74;18,98;20,86;11,93;11,93;8,85;9,64;11,45;10,07;10,07;10,24;10,37;9,88;10,05;10,05;14,62;6,29;7,95;7,03;7,03;6,53;5,55;7,75;7,04;7,04;7,30;28,94;30,71;35,59;35,59;34,81;36,04;40,24;44,72;44,72;43,79;48,80;54,36;55,06;55,06;54,47;58,46;68,10
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;15,56;15,08;17,57;18,47;18,47;20,34;21,07;22,52;26,78;26,78;28,75;31,58;34,53;32,83;32,83;34,44;33,27;34,18;23,06;23,06;38,13;38,99;41,23;38,03;38,03;27,93;15,08;15,59;13,44;13,44;12,00;17,12;30,66;34,10;34,10;40,68;44,50;49,32;66,78;66,78;64,09;65,63;72,78;83,87;83,87;77,50;91,50;100,99;118,74;118,74;146,62;174,88;202,38;212,87;212,87;227,69;243,16;255,54;268,98;268,98;268,38;284,36;296,82
AUM & AUA (R$ bilhões) - Outros;InputSite_BusinessAreas ;11,66;11,23;14,90;18,19;18,19;17,81;22,51;33,80;44,74;44,74;48,53;53,24;58,77;60,62;60,62;60,34;59,96;64,16;66,19;66,19;72,06;71,81;79,93;71,24;71,24;47,22;43,38;42,22;41,93;41,93;44,31;48,00;43,80;44,69;44,69;41,88;49,47;53,88;56,84;56,84;60,77;66,44;73,42;77,49;77,49;85,26;24,88;30,25;37,19;37,19;41,05;44,89;44,49;45,56;45,56;49,98;51,24;74,86;80,90;80,90;86,32;97,03;99,43
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;96,84;100,67;113,20;120,14;120,14;130,31;132,47;150,60;170,69;170,69;175,49;186,09;188,83;189,48;189,48;188,49;190,65;194,60;190,01;190,01;215,39;214,85;230,54;192,51;192,51;135,61;118,37;115,86;115,75;115,75;120,08;127,91;136,78;144,92;144,92;163,67;170,36;184,21;207,52;207,52;214,07;226,42;253,88;272,97;272,97;268,77;303,96;329,26;377,09;377,09;449,88;501,41;541,92;552,67;552,67;585,71;605,08;665,49;707,29;707,29;716,84;767,82;807,53
